,Name,Encoded Name,Searched City,Yelp URL,Yelp Rating,Yelp Num Reviews,Yelp Address,Yelp Cost,Yelp Neighborhood,Yelp Tags
342,Hokkaido Ramen Santouka - Bellevue,Hokkaido%20Ramen%20Santouka%20-%20Bellevue,Bellevue,https://www.yelp.com/biz/hokkaido-ramen-santouka-bellevue-bellevue,3.8,1021,"103 Bellevue Way NE Bellevue, WA 98004",$$,See all photos from TianChee S. for Hokkaido Ramen Santouka - Bellevue,"['Ramen', 'Asian Fusion']"
343,L’Experience Paris - Bellevue,L%E2%80%99Experience%20Paris%20-%20Bellevue,Bellevue,https://www.yelp.com/biz/l-experience-paris-bellevue-bellevue-2,3.7,209,"258 106th Ave NE Bellevue, WA 98004",$$,See all photos from Carol L. for L'Experience Paris - Bellevue,"['Bakeries', 'Coffee & Tea', 'French']"
344,The Roll Pod,The%20Roll%20Pod,Bellevue,https://www.yelp.com/biz/the-roll-pod-seattle-9,4.6,176,,$,Write a Review,"['Food Trucks', 'Indian']"
345,Exit 5 Korean BBQ,Exit%205%20Korean%20BBQ,Bellevue,https://www.yelp.com/biz/exit-5-korean-bbq-renton,4,600,"911 N 10th Pl Ste D Renton, WA 98057",$$$,See all photos from Erin W. for Exit 5 Korean BBQ,"['Korean', 'Barbeque']"
346,Tofu 101,Tofu%20101,Bellevue,https://www.yelp.com/biz/tofu-101-bellevue,4,304,"12816 SE 38th St Ste G Bellevue, WA 98006",$,See all photos from Annabel L. for Tofu 101,"['Chinese', 'Taiwanese', 'Delis']"
347,Blazing Bowl,Blazing%20Bowl,Bellevue,https://www.yelp.com/biz/blazing-bowl-bellevue,4.4,156,"15600 NE 8th St Ste PM6 Bellevue, WA 98008",$$,S 159th Pl & S 156th Ave,"['Laotian', 'Hot Pot']"
348,Novilhos Brazilian Steak House,Novilhos%20Brazilian%20Steak%20House,Bellevue,https://www.yelp.com/biz/novilhos-brazilian-steak-house-seattle,4,239,"901 Fairview Ave N Seattle, WA 98109",$$$,See all photos from Ashley H. for Novilhos Brazilian Steak House,"['Steakhouses', 'Brazilian', 'Buffets']"
349,iconiq,iconiq,Bellevue,https://www.yelp.com/biz/iconiq-seattle,4.3,143,"1421 31st Ave S Seattle, WA 98144",$$$,See all photos from Hunter A. for iconiq,"['French', 'Japanese']"
350,Spicy PoPo Szechuan Fish,Spicy%20PoPo%20Szechuan%20Fish,Bellevue,https://www.yelp.com/biz/spicy-popo-szechuan-fish-bellevue,4.4,108,"14701 NE 20th St Ste B Bellevue, WA 98007",$$,N 148th Ave,"['Szechuan', 'Seafood']"
351,The Herbfarm,The%20Herbfarm,Bellevue,https://www.yelp.com/biz/the-herbfarm-woodinville-2,4.1,385,"14590 NE 145th St Woodinville, WA 98072",$$$$,Write a Review,['Modern European']
352,Pomodoro,Pomodoro,Bellevue,https://www.yelp.com/biz/pomodoro-seattle,4.5,538,"2366 Eastlake Ave E Seattle, WA 98102",$$,See all photos from Paul H. for Pomodoro,"['Italian', 'Spanish', 'Tapas/Small Plates']"
353,B-Bar,B-Bar,Bellevue,https://www.yelp.com/biz/ba-bar-seattle,3.7,1521,"550 12th Ave Seattle, WA 98122",$$,Central District,"['Vietnamese', 'Cocktail Bars']"
354,Dumpling & Noodle,Dumpling%20%26%20Noodle,Bellevue,https://www.yelp.com/biz/dumpling-the-noodle-seattle,4.4,440,"1723 N 45th St Seattle, WA 98103",$$,Wallingford,"['Noodles', 'Chinese']"
355,Stone Korean Restaurant,Stone%20Korean%20Restaurant,Bellevue,https://www.yelp.com/biz/stone-korean-restaurant-seattle-2,4.1,262,"900 Dexter Ave N Seattle, WA 98109",$$,See all photos from Kyle W. for Stone Korean Restaurant,"['Korean', 'Barbeque', 'Asian Fusion']"
356,Vovina,Vovina,Bellevue,https://www.yelp.com/biz/vovina-kirkland,3.8,187,"15 Lake St Ste 103 Kirkland, WA 98033",$$,Park Ln & Central Way,"['Wine Bars', 'Tapas/Small Plates', 'Cocktail Bars']"
357,Terry’s Kitchen,Terry%E2%80%99s%20Kitchen,Bellevue,https://www.yelp.com/biz/terrys-kitchen-bellevue-2,4.2,305,"5625 119th Ave SE Bellevue, WA 98006",$$,56th St & 58th St,"['Comfort Food', 'American', 'Pool Halls']"
358,Santorini Greek Grill,Santorini%20Greek%20Grill,Bellevue,https://www.yelp.com/biz/santorini-greek-grill-kirkland-2,4.4,585,"106 Central Way Kirkland, WA 98033",$,S Lake St & 1st St,['Greek']
359,Liuyishou Hotpot,Liuyishou%20Hotpot,Bellevue,https://www.yelp.com/biz/liuyishou-hotpot-bellevue-3,4,374,"1644 140th Ave NE Bellevue, WA 98005",$$$,8th & Bellevue Redmond Rd,"['Hot Pot', 'Chinese']"
360,Huo Yan Hot Pot,Huo%20Yan%20Hot%20Pot,Bellevue,https://www.yelp.com/biz/huoyan-hot-pot-restaurant-shoreline,3.9,145,"20109 Aurora Ave N Ste 101 Shoreline, WA 98133",$$$,See all photos from Erin W. for HuoYan Hot Pot Restaurant,"['Chinese', 'Hot Pot']"
361,The Lakehouse - Temp. CLOSED,The%20Lakehouse%20-%20Temp.%20CLOSED,Bellevue,https://www.yelp.com/biz/the-lakehouse-bellevue-3,3.6,503,"10455 NE 5th Pl Bellevue, WA 98004",$$$,See all photos from Aya L. for The Lakehouse,"['New American', 'Breakfast & Brunch']"
362,Wibbley’s,Wibbley%E2%80%99s,Bellevue,https://www.yelp.com/biz/wibbleys-bellevue,4.1,358,"2255 140th Ave NE Ste B Bellevue, WA 98005",$$,See all photos from Kevin F. for Wibbley's,"['Burgers', 'Sandwiches']"
363,Dan Gui Sichuan Cuisine,Dan%20Gui%20Sichuan%20Cuisine,Bellevue,https://www.yelp.com/biz/dan-gui-sichuan-cuisine-bellevue,3.9,127,"13112 NE 20th St Ste 300 Bellevue, WA 98005",$$,See all photos from Zack R. for Dan Gui Sichuan Cuisine,['Szechuan']
364,Chakra,Chakra,Bellevue,https://www.yelp.com/biz/chakra-bellevue,4,51,"15600 NE 8th St Ste PM9 Crossroads Mall Food Court Bellevue, WA 98008",,See all photos from Ratish K. for Chakra,['Indian']
365,Little Ting’s Dumplings and Clay Pot,Little%20Ting%E2%80%99s%20Dumplings%20and%20Clay%20Pot,Bellevue,https://www.yelp.com/biz/little-tings-dumplings-seattle,3.8,402,"14411 Greenwood Ave N Seattle, WA 98133",$$,See all photos from Wendi K. for Little Ting's Dumplings,"['Chinese', 'Soup', 'Salad']"
366,Musang Seattle,Musang%20Seattle,Bellevue,https://www.yelp.com/biz/musang-seattle-seattle-2,4.4,511,"2524 Beacon Ave S Seattle, WA 98144",$$,See all photos from Brian F. for Musang Seattle,"['Filipino', 'Gluten-Free']"
367,Thai Kitchen Bird Pepper,Thai%20Kitchen%20Bird%20Pepper,Bellevue,https://www.yelp.com/biz/thai-kitchen-bird-pepper-bellevue,3.8,175,"563 Bellevue Sq Bellevue, WA 98004",$$,See all photos from Michael A. for Thai Kitchen Bird Pepper,['Thai']
368,520 Bar & Grill,520%20Bar%20%26%20Grill,Bellevue,https://www.yelp.com/biz/520-bar-and-grill-bellevue,3.6,595,"10146 Main St Bellevue, WA 98004",$$,S 101st Ave & S 102nd Ave,"['Bars', 'New American', 'Breakfast & Brunch']"
369,W XYZ Bar,W%20XYZ%20Bar,Bellevue,https://www.yelp.com/biz/w-xyz-bar-redmond-3,3.9,33,Verified by Business,$$,Write a Review,"['Bars', 'Venues & Event Spaces', 'Pizza']"
370,The Box & Burgers Eatery,The%20Box%20%26%20Burgers%20Eatery,Bellevue,https://www.yelp.com/biz/the-box-and-burgers-eatery-kirkland,4.6,469,"12305 120th Ave NE Ste C Kirkland, WA 98034",$$,See all photos from Christopher V. for The Box & Burgers Eatery,"['Asian Fusion', 'Burgers', 'Hawaiian']"
371,The Fry Guys,The%20Fry%20Guys,Bellevue,https://www.yelp.com/biz/the-fry-guys-seattle,4.3,46,"1760 1st Ave S Seattle, WA 98134",$$,Industrial District,"['Southern', 'Cheesesteaks', 'Fast Food']"
372,The Lounge at DeLille Cellars,The%20Lounge%20at%20DeLille%20Cellars,Bellevue,https://www.yelp.com/biz/the-restaurant-at-delille-cellars-woodinville,4.4,172,"14300 NE 145th St Ste 100 Woodinville, WA 98072",$$$,See all photos from Steph M. for The Restaurant at DeLille Cellars,"['Wine Bars', 'New American', 'Tapas/Small Plates']"
373,Mox Boarding House - Bellevue,Mox%20Boarding%20House%20-%20Bellevue,Bellevue,https://www.yelp.com/biz/mox-boarding-house-bellevue-bellevue-2,4.1,443,"13310 Bel-Red Rd Bellevue, WA 98005",$$,See all photos from Crystal F. for Mox Boarding House - Bellevue,"['Bars', 'Hobby Shops', 'American']"
374,Cactus Restaurants,Cactus%20Restaurants,Bellevue,https://www.yelp.com/biz/cactus-restaurants-south-lake-union-seattle,4.1,993,"350 Terry Ave N Seattle, WA 98109",$$,South Lake Union,"['Tex-Mex', 'Mexican', 'Breakfast & Brunch']"
375,Panda Dim Sum,Panda%20Dim%20Sum,Bellevue,https://www.yelp.com/biz/panda-dim-sum-redmond-2,4.7,68,,,Write a Review,"['Food Trucks', 'Dim Sum']"
376,Orenji Sushi & Noodles,Orenji%20Sushi%20%26%20Noodles,Bellevue,https://www.yelp.com/biz/orenji-sushi-and-noodles-issaquah,4.4,732,"5625 221st Pl SE Ste 120 Issaquah, WA 98027",$$,56th St & 60th St,"['Ramen', 'Sushi Bars', 'Noodles']"
377,Queen Bee Cafe,Queen%20Bee%20Cafe,Bellevue,https://www.yelp.com/biz/queen-bee-cafe-seattle,4.4,411,"2200 E Madison St Ste B Seattle, WA 98112",$,Capitol Hill,['Cafes']
378,El Rinconsito - Bellevue,El%20Rinconsito%20-%20Bellevue,Bellevue,https://www.yelp.com/biz/el-rinconsito-bellevue-bellevue-3,3.9,750,"2255 140th Ne Ave Ste A Bellevue, WA 98005",$$,See all photos from Mia K. for El Rinconsito - Bellevue,['Mexican']
379,Happy Lamb Hot Pot,Happy%20Lamb%20Hot%20Pot,Bellevue,https://www.yelp.com/biz/happy-lamb-hot-pot-seattle,4.5,206,"609 S Weller St Seattle, WA 98104",$$$,See all photos from Krissm A. for Happy Lamb Hot Pot,"['Hot Pot', 'Chinese', 'Mongolian']"
380,Shake Shack,Shake%20Shack,Bellevue,https://www.yelp.com/biz/shake-shack-seattle-3,3,845,"2115 Westlake Ave Seattle, WA 98121",$$,Denny Triangle,"['Fast Food', 'American', 'Burgers']"
381,Lucky Barbecue & Noodle House,Lucky%20Barbecue%20%26%20Noodle%20House,Bellevue,https://www.yelp.com/biz/lucky-barbecue-and-noodle-house-bellevue,3.3,127,"14509 NE 20th St Ste A Bellevue, WA 98007",$$,See all photos from Richard P. for Lucky Barbecue & Noodle House,"['Hong Kong Style Cafe', 'Cantonese']"
382,Lounge by Topgolf,Lounge%20by%20Topgolf,Bellevue,https://www.yelp.com/biz/lounge-by-topgolf-kirkland,4.1,80,"425 Urban Plz Ste 200 Kirkland, WA 98033",,See all photos from Mia K. for Lounge by Topgolf,"['Golf', 'New American', 'Lounges']"
383,Biscuit Bitch,Biscuit%20Bitch,Bellevue,https://www.yelp.com/biz/biscuit-bitch-seattle,4.2,4731,"1909 1st Ave Seattle, WA 98101",$$,See all photos from Stephanie T. for Biscuit Bitch,"['Breakfast & Brunch', 'Coffee & Tea', 'Southern']"
384,Tanoor,Tanoor,Bellevue,https://www.yelp.com/biz/tanoor-seattle-3,4.5,235,"803 Dexter Ave N Seattle, WA 98109",$$,See all photos from Pratima M. for Tanoor,"['Lebanese', 'Mediterranean', 'Halal']"
385,HardWok Cafe,HardWok%20Cafe,Bellevue,https://www.yelp.com/biz/hardwok-cafe-seattle,3.8,475,"1207 S Jackson St Ste 111B Seattle, WA 98144",$,See all photos from Cat N. for HardWok Cafe,"['Taiwanese', 'Chinese', 'Desserts']"
386,Meet Korean BBQ,Meet%20Korean%20BBQ,Bellevue,https://www.yelp.com/biz/meet-korean-bbq-seattle,4.3,342,"500 E Pike St Seattle, WA 98122",$$$$,See all photos from Matt D. for Meet Korean BBQ,"['Barbeque', 'Korean']"
387,Angelo’s Restaurant,Angelo%E2%80%99s%20Restaurant,Bellevue,https://www.yelp.com/biz/angelos-of-burien-burien,3.8,200,"601 SW 153rd St Burien, WA 98166",$$,S 6th Ave & S 8th Ave,"['Italian', 'Bars', 'Steakhouses']"
388,Maggiano’s Little Italy,Maggiano%E2%80%99s%20Little%20Italy,Bellevue,https://www.yelp.com/biz/maggianos-little-italy-bellevue,3.4,1376,"10455 NE 8th St Bellevue, WA 98004",$$,See all photos from Jeanelle S. for Maggiano's Little Italy,"['Italian', 'Bars', 'New American']"
389,Hong Noodle,Hong%20Noodle,Bellevue,https://www.yelp.com/biz/hong-noodle-bellevue-3,3.8,122,"15100 SE 38th St Ste 102 Bellevue, WA 98006",$$,See all photos from Gabriel M. for Hong Noodle,"['Ramen', 'Izakaya']"
390,Maggiano’s Little Italy,Maggiano%E2%80%99s%20Little%20Italy,Bellevue,https://www.yelp.com/biz/maggianos-little-italy-bellevue,3.4,1376,"10455 NE 8th St Bellevue, WA 98004",$$,See all photos from Jeanelle S. for Maggiano's Little Italy,"['Italian', 'Bars', 'New American']"
391,O’BOP,O%E2%80%99BOP,Bellevue,https://www.yelp.com/biz/o-bop-bellevue,4.2,118,"11 148th Ave SE Bellevue, WA 98007",$,Main St & 1st St,"['Korean', 'Barbeque']"
392,The Waffler,The%20Waffler,Bellevue,https://www.yelp.com/biz/the-waffler-bellevue,3.1,334,"615 156th Ave SE Unit B-3 Bellevue, WA 98007",$$,See all photos from Hui-yu Y. for The Waffler,"['Breakfast & Brunch', 'Waffles', 'American']"
393,Ezell’s Famous Chicken,Ezell%E2%80%99s%20Famous%20Chicken,Bellevue,https://www.yelp.com/biz/ezells-famous-chicken-seattle-3,3.5,888,"501 23rd Ave Seattle, WA 98122",$$,Central District,"['Southern', 'Chicken Shop', 'Comfort Food']"
394,2120,2120,Bellevue,https://www.yelp.com/biz/2120-seattle,4.3,630,"2120 6th Ave Seattle, WA 98121",$$$,See all photos from Chanel T. for 2120,"['New American', 'Cocktail Bars']"
395,Araya’s Place,Araya%E2%80%99s%20Place,Bellevue,https://www.yelp.com/biz/arayas-place-seattle-2,4.3,495,"5240 University Way NE Seattle, WA 98105",$$,See all photos from Andy N. for Araya's Place,"['Thai', 'Vegan', 'Vegetarian']"
396,The French Bakery,The%20French%20Bakery,Bellevue,https://www.yelp.com/biz/la-parisienne-french-bakery-seattle,4.3,674,"2507 4th Ave Centennial Tower and Court Apartments Seattle, WA 98121",$$,See all photos from Paul M. for La Parisienne French Bakery,"['Cafes', 'Patisserie/Cake Shop', 'Macarons']"
397,Rivue Bar and Grill,Rivue%20Bar%20and%20Grill,Bellevue,https://www.yelp.com/biz/rivue-bar-and-grill-bellevue,3.8,13,"605 114th Ave SE Bellevue, WA 98004",$$,Write a Review,"['American', 'Burgers', 'Cocktail Bars']"
398,Karachi Cowboys,Karachi%20Cowboys,Bellevue,https://www.yelp.com/biz/karachi-cowboys-seattle,4.1,59,"1517 12th Ave Ste 100 Seattle, WA 98122",$$,See all photos from Jessica N. for Karachi Cowboys,"['Pakistani', 'Indian', 'Beer, Wine & Spirits']"
399,Aji Sushi & Grill - Newcastle,Aji%20Sushi%20%26%20Grill%20-%20Newcastle,Bellevue,https://www.yelp.com/biz/aji-sushi-and-grill-newcastle-newcastle-4,4.3,311,"13176 Newcastle Commons Dr Newcastle, WA 98059",$$,See all photos from Vladi Z. for Aji Sushi & Grill - Newcastle,"['Sushi Bars', 'Japanese', 'Korean']"
400,Aji Sushi & Grill - Newcastle,Aji%20Sushi%20%26%20Grill%20-%20Newcastle,Bellevue,https://www.yelp.com/biz/aji-sushi-and-grill-newcastle-newcastle-4,4.3,311,"13176 Newcastle Commons Dr Newcastle, WA 98059",$$,See all photos from Vladi Z. for Aji Sushi & Grill - Newcastle,"['Sushi Bars', 'Japanese', 'Korean']"
401,Mercato Stellina Pizzeria,Mercato%20Stellina%20Pizzeria,Bellevue,https://www.yelp.com/biz/mercato-stellina-pizzeria-bellevue,4.1,166,"10000 Main St Ste 104 Bellevue, WA 98004",$$,See all photos from Erin H. for Mercato Stellina Pizzeria,"['Wine Bars', 'Pizza']"
402,Katsu Burger,Katsu%20Burger,Bellevue,https://www.yelp.com/biz/katsu-burger-seattle,4.2,916,"6538 4th Ave S Seattle, WA 98108",$$,See all photos from Jinyen C. for Katsu Burger,"['Burgers', 'Japanese']"
403,Broiler Bay,Broiler%20Bay,Bellevue,https://www.yelp.com/biz/broiler-bay-bellevue,4,423,"10636 Main St Bellevue, WA 98004",Unclaimed,N 106th Ave & S 107th Ave,['Burgers']
404,Baron’s Sino Kitchen & Bar,Baron%E2%80%99s%20Sino%20Kitchen%20%26%20Bar,Bellevue,https://www.yelp.com/biz/barons-sino-kitchen-and-bar-bellevue-3,3.7,873,"500 Bellevue Way NE Fl 2, Ste 210 Bellevue, WA 98004",$$$,See all photos from Reba H. for Baron's Sino Kitchen & Bar,"['Chinese', 'Cocktail Bars', 'Seafood']"
405,Ironsteak,Ironsteak,Bellevue,https://www.yelp.com/biz/ironsteak-seattle,3.9,291,"628 S Weller St Seattle, WA 98104",$$,"Chinatown, Chinatown International District","['Steakhouses', 'Teppanyaki']"
406,Barking Frog,Barking%20Frog,Bellevue,https://www.yelp.com/biz/barking-frog-woodinville,3.9,1142,"14580 NE 145th St Woodinville, WA 98072",$$$,See all photos from Linda K. for Barking Frog,"['New American', 'Wine Bars']"
407,Kauai Family Restaurant,Kauai%20Family%20Restaurant,Bellevue,https://www.yelp.com/biz/kauai-family-restaurant-seattle,4.4,688,"6324 6th Ave S Seattle, WA 98108",Unclaimed,See all photos from Donna N. for Kauai Family Restaurant,"['Hawaiian', 'Noodles', 'Soup']"
408,Little Foodies,Little%20Foodies,Bellevue,https://www.yelp.com/biz/little-foodies-bellevue-2,3.9,21,"1411 156th Ave NE Bellevue, WA 98007",Unclaimed,See all photos from J Z. for Little Foodies,"['Chinese', 'Barbeque']"
409,Ginza,Ginza,Bellevue,https://www.yelp.com/biz/ginza-bellevue,3.7,826,"103 102nd Ave SE Bellevue, WA 98004",$$,See all photos from Brenda K. for Ginza,"['Sushi Bars', 'Ramen', 'Izakaya']"
410,Solarium Kitchen & Bar,Solarium%20Kitchen%20%26%20Bar,Bellevue,https://www.yelp.com/biz/solarium-kitchen-and-bar-bellevue,3.5,47,"300 112th Ave SE Bellevue, WA 98004",Unclaimed,See all photos from Cathy G. for Solarium Kitchen & Bar,"['Bars', 'New American', 'Sandwiches']"
411,Biang Biang Noodles,Biang%20Biang%20Noodles,Bellevue,https://www.yelp.com/biz/biang-biang-noodles-seattle-2,4.3,1210,"601 E Pike St Unit 100 Seattle, WA 98122",$$,See all photos from Lindsey C. for Biang Biang Noodles,"['Noodles', 'Szechuan']"
412,Luna Cafe At The Bellevue Club,Luna%20Cafe%20At%20The%20Bellevue%20Club,Bellevue,https://www.yelp.com/biz/the-market-at-the-bellevue-club-bellevue,4.2,5,"11200 SE 6th St Bellevue Club Bellevue, WA 98004",$,S 112th Ave,"['Salad', 'Bagels', 'Sandwiches']"
413,Tipsy Cow Burger Bar - Redmond,Tipsy%20Cow%20Burger%20Bar%20-%20Redmond,Bellevue,https://www.yelp.com/biz/tipsy-cow-burger-bar-redmond-redmond-3,4.1,1581,"16325 Cleveland St Redmond, WA 98052",$$,N Leary Way & Gilman St,"['Burgers', 'Bars']"
414,A + Hong Kong Kitchen,A%20%2B%20Hong%20Kong%20Kitchen,Bellevue,https://www.yelp.com/biz/a-hong-kong-kitchen-seattle,4.2,705,"419 6th Ave S Seattle, WA 98104",Unclaimed,"Chinatown, Chinatown International District","['Cantonese', 'Hong Kong Style Cafe']"
415,Baron’s Sino Kitchen & Bar,Baron%E2%80%99s%20Sino%20Kitchen%20%26%20Bar,Bellevue,https://www.yelp.com/biz/barons-sino-kitchen-and-bar-bellevue-3,3.7,873,"500 Bellevue Way NE Fl 2, Ste 210 Bellevue, WA 98004",$$$,See all photos from Reba H. for Baron's Sino Kitchen & Bar,"['Chinese', 'Cocktail Bars', 'Seafood']"
416,Kizuki Ramen & Izakaya,Kizuki%20Ramen%20%26%20Izakaya,Bellevue,https://www.yelp.com/biz/kizuki-ramen-and-izakaya-seattle-6,3.8,1531,"320 E Pine St Seattle, WA 98122",$$,Capitol Hill,"['Ramen', 'Izakaya']"
417,Katsu Burger,Katsu%20Burger,Bellevue,https://www.yelp.com/biz/katsu-burger-seattle,4.2,916,"6538 4th Ave S Seattle, WA 98108",$$,See all photos from Jinyen C. for Katsu Burger,"['Burgers', 'Japanese']"
418,Sizzling Pot King,Sizzling%20Pot%20King,Bellevue,https://www.yelp.com/biz/sizzling-pot-king-seattle-2,4.2,142,"660 S King St Seattle, WA 98104",,See all photos from Roxanna Z. for Sizzling Pot King,"['Hot Pot', 'Chinese']"
419,Lunchbox Laboratory,Lunchbox%20Laboratory,Bellevue,https://www.yelp.com/biz/lunchbox-laboratory-seattle-2,3.4,1309,"1253 Thomas St Seattle, WA 98109",$$,See all photos from Emily O. for Lunchbox Laboratory,"['Burgers', 'New American']"
420,Katsu-ya Seattle,Katsu-ya%20Seattle,Bellevue,https://www.yelp.com/biz/katsu-ya-seattle-seattle,4.4,286,"122 Westlake Ave N Seattle, WA 98109",$$,See all photos from Purpose T. for Katsu-ya Seattle,"['Sushi Bars', 'Japanese', 'Seafood']"
421,BiBi,BiBi,Bellevue,https://www.yelp.com/biz/bibi-kirkland,4.6,136,"10724 NE 68th St Kirkland, WA 98033",$$,See all photos from April S. for BiBi,"['Mediterranean', 'Caterers', 'Persian/Iranian']"
422,The Goose Pub N Eatery,The%20Goose%20Pub%20N%20Eatery,Bellevue,https://www.yelp.com/biz/the-goose-pub-n-eatery-bellevue,3.8,142,"12001 NE 12th St Ste 90 Bellevue, WA 98005",$,See all photos from Jody O. for The Goose Pub N Eatery,"['Pubs', 'American', 'Sports Bars']"
423,Eat Time,Eat%20Time,Bellevue,https://www.yelp.com/biz/eat-time-burien-2,4.2,327,"14400 Ambaum Blvd SW Burien, WA 98166",$$,See all photos from Daren C. for Eat Time,"['Chinese', 'Hong Kong Style Cafe']"
424,A+ Hong Kong Restaurant,A%2B%20Hong%20Kong%20Restaurant,Bellevue,https://www.yelp.com/biz/a-hong-kong-restaurant-seattle-3,4.4,145,"667 S King St Seattle, WA 98104",$$,See all photos from Fenny C. for A+ Hong Kong Restaurant,"['Hong Kong Style Cafe', 'Breakfast & Brunch', 'Sandwiches']"
425,One Pot,One%20Pot,Bellevue,https://www.yelp.com/biz/one-pot-seattle-3,4.3,281,"506 12th Ave S Seattle, WA 98144",$$,See all photos from Namhee L. for One Pot,"['Korean', 'Hot Pot', 'Seafood']"
426,Brileys BBQ & Grill,Brileys%20BBQ%20%26%20Grill,Bellevue,https://www.yelp.com/biz/brileys-bbq-and-grill-lake-forest-park,4.3,873,"15030 Bothell Way NE Lake Forest Park, WA 98155",$$,See all photos from Sarah S. for Brileys BBQ & Grill,"['Barbeque', 'American']"
427,Spring Cafe,Spring%20Cafe,Bellevue,https://www.yelp.com/biz/spring-cafe-bellevue,4.4,21,"12288 NE District Way Bellevue, WA 98005",,Write a Review,['Cafes']
428,Hannyatou,Hannyatou,Bellevue,https://www.yelp.com/biz/hannyatou-seattle-2,4.7,67,"1060 N 39th St Seattle, WA 98103",,See all photos from Randy S. for Hannyatou,"['Japanese', 'Cocktail Bars']"
429,Jesters,Jesters,Bellevue,https://www.yelp.com/biz/jesters-bellevue,4.4,90,"160 Bellevue Square Bellevue, WA 98004",$,See all photos from Rose W. for Jesters,"['Australian', 'Desserts', 'Breakfast & Brunch']"
430,Buddha Bruddah,Buddha%20Bruddah,Bellevue,https://www.yelp.com/biz/buddha-bruddah-seattle-2,4.2,350,"2201 Rainier Ave S Seattle, WA 98144",$$,See all photos from Marie R. for Buddha Bruddah,"['Asian Fusion', 'Thai', 'Hawaiian']"
431,Brileys BBQ & Grill,Brileys%20BBQ%20%26%20Grill,Bellevue,https://www.yelp.com/biz/brileys-bbq-and-grill-lake-forest-park,4.3,873,"15030 Bothell Way NE Lake Forest Park, WA 98155",$$,See all photos from Sarah S. for Brileys BBQ & Grill,"['Barbeque', 'American']"
432,Spring Cafe,Spring%20Cafe,Bellevue,https://www.yelp.com/biz/spring-cafe-bellevue,4.4,21,"12288 NE District Way Bellevue, WA 98005",,Write a Review,['Cafes']
