,index,Name,Rating,Num Reviews,Address,Marquee,Distribution,Cost,Tags,Zip Code,Neighborhood
521,521,Taqueria Cantina,4.0,56,"2630 1st Ave, Seattle, WA 98121-1305","#322 of 2,182 Restaurants in Seattle","[30, 11, 6, 2, 3]",$$ - $$$,MexicanLatinVegetarian Friendly,98121,Belltown
522,522,Judy Fu's Snappy Dragon,4.0,128,"8917 Roosevelt Way NE, Seattle, WA 98115-3029","#323 of 2,182 Restaurants in Seattle","[61, 39, 12, 7, 7]",$$ - $$$,ChineseAsianSzechuan,98115,Other
523,523,Fainting Goat Gelato,4.5,46,"2210 N 45th St, Seattle, WA 98103-6804",#48 of 112 Desserts in Seattle,"[27, 15, 1, 0, 0]",$,Dessert,98103,Fremont/Wallingford
524,524,Pecos Pit BBQ,4.5,74,"2260 1st Ave S, Seattle, WA 98134-1408",#86 of 302 Quick Bites in Seattle,"[47, 18, 5, 2, 1]",$,Quick BitesAmericanBarbecue,98134,Other
525,525,Circa Neighborhood Grill and Alehouse,4.0,79,"2605 California Ave SW, Seattle, WA 98116-2404","#324 of 2,182 Restaurants in Seattle","[40, 25, 6, 3, 3]",$$ - $$$,AmericanVegetarian Friendly,98116,Other
527,527,Seattle Beer Co.,4.5,47,"1427 Western Ave, Seattle, WA 98101-2021",#5 of 69 Bars & Pubs in Seattle,"[25, 16, 5, 0, 1]",$$ - $$$,Brew PubPub,98101,Downtown
528,528,Miss Cafe,4.5,28,"1523 1st Ave Pike Place Market 1523, Seattle, WA 98101-1523","#326 of 2,182 Restaurants in Seattle","[19, 5, 2, 1, 0]",$$ - $$$,MediterraneanTurkishMiddle Eastern,98101,Downtown
529,529,Eureka!,4.0,95,"2614 NE 46th Street, Seattle, WA 98105","#327 of 2,182 Restaurants in Seattle","[28, 40, 17, 2, 3]",$$ - $$$,AmericanBarVegetarian Friendly,98105,University District
530,530,Denny's,3.5,205,"17206 Pacific Hwy, Seattle, WA 98188","#328 of 2,182 Restaurants in Seattle","[38, 62, 60, 11, 8]",$,AmericanDinerGluten Free Options,98188,Other
532,532,Racha Noodles and Thai,4.5,58,"23 Mercer St, Seattle, WA 98109-4007","#329 of 2,182 Restaurants in Seattle","[27, 21, 5, 2, 0]",$$ - $$$,AsianThaiVegetarian Friendly,98109,Queen Anne/South Lake Union
533,533,Derby,4.5,37,"2233 6th Ave S, Seattle, WA 98134-2001","#330 of 2,182 Restaurants in Seattle","[16, 17, 4, 0, 0]",$$ - $$$,AmericanBarPub,98134,Other
534,534,The Pine Box,4.0,85,"1600 Melrose Ave, Seattle, WA 98122-2023","#331 of 2,182 Restaurants in Seattle","[27, 45, 4, 1, 4]",$$ - $$$,AmericanBarPub,98122,Capitol Hill
537,537,Buca di Beppo Italian Restaurant,3.5,285,"701 Westlake Ave N, Seattle, WA 98109","#333 of 2,182 Restaurants in Seattle","[85, 87, 58, 34, 14]",$$ - $$$,ItalianVegetarian Friendly,98109,Queen Anne/South Lake Union
538,538,Single Shot,4.5,43,"611 Summit Ave E, Seattle, WA 98102-4821","#334 of 2,182 Restaurants in Seattle","[27, 13, 2, 0, 1]",$$ - $$$,AmericanVegetarian Friendly,98102,Capitol Hill
539,539,Premier Meat Pies,4.0,62,"305 Harrison Street, Seattle, WA 98109","#335 of 2,182 Restaurants in Seattle","[24, 21, 10, 1, 2]",$,BritishVegetarian Friendly,98109,Queen Anne/South Lake Union
540,540,Thai Ginger Pacific Place,3.5,179,"600 Pine Street Level 4, Seattle, WA 98101","#336 of 2,182 Restaurants in Seattle","[43, 68, 31, 12, 12]",$$ - $$$,AsianThaiCentral Asian,98101,Downtown
541,541,Zane + Wylie's,4.0,60,"624 Olive Way, Seattle, WA 98101-1717","#337 of 2,182 Restaurants in Seattle","[26, 14, 9, 4, 1]",$$ - $$$,AmericanSteakhouse,98101,Downtown
542,542,The Fishermans Restaurant and Bar,3.5,249,"Fishermans Restaurant, Seattle, WA","#338 of 2,182 Restaurants in Seattle","[78, 70, 43, 24, 23]",$$ - $$$,AmericanBarSeafood,,Other
543,543,Ooink,5.0,28,"1416 Harvard Ave, Seattle, WA 98122-3813","#339 of 2,182 Restaurants in Seattle","[26, 0, 2, 0, 0]",$$ - $$$,JapaneseAsianVegetarian Friendly,98122,Capitol Hill
544,544,Ben Paris,4.0,63,"130 Pike St, Seattle, WA 98101-2010","#340 of 2,182 Restaurants in Seattle","[34, 17, 3, 2, 5]",$$ - $$$,AmericanVegetarian Friendly,98101,Downtown
546,546,Athina Grill,4.0,105,"528 Queen Anne Ave N, Seattle, WA 98109-4520","#341 of 2,182 Restaurants in Seattle","[42, 37, 14, 4, 3]",$$ - $$$,MediterraneanGreekVegetarian Friendly,98109,Queen Anne/South Lake Union
548,548,Salvatore Ristorante Italiano,4.5,69,"6100 Roosevelt Way NE, Seattle, WA 98115-6613","#342 of 2,182 Restaurants in Seattle","[48, 12, 3, 2, 1]",$$ - $$$,ItalianVegetarian Friendly,98115,Other
549,549,Bang Bang Cafe,4.5,78,"2460 Western Ave, Seattle, WA 98121-1322",#87 of 302 Quick Bites in Seattle,"[40, 27, 5, 2, 2]",$,Quick BitesAmericanCafe,98121,Belltown
550,550,Americana Restaurant,4.5,67,"219 Broadway E, Seattle, WA 98102-5733","#343 of 2,182 Restaurants in Seattle","[39, 21, 4, 0, 3]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98102,Capitol Hill
551,551,KAU KAU Barbeque Market,4.0,115,"656 S King St, Seattle, WA 98104-2938","#344 of 2,182 Restaurants in Seattle","[46, 41, 12, 6, 8]",$,ChineseBarbecueAsian,98104,Chinatown
552,552,Go Poke,4.5,35,"625 S King St, Seattle, WA 98104-2912",#88 of 302 Quick Bites in Seattle,"[19, 9, 2, 0, 0]",$,Quick BitesSeafoodFast Food,98104,Chinatown
553,553,Sugar Bakery & Cafe,4.5,60,"1014 Madison St First Hill, Seattle, WA 98104-1243",#30 of 88 Bakeries in Seattle,"[35, 13, 6, 2, 2]",$$ - $$$,BakeriesAmericanCafe,98104,Chinatown
555,555,Hi Spot Cafe,4.0,71,"1410 34th Ave, Seattle, WA 98122-3334","#345 of 2,182 Restaurants in Seattle","[27, 32, 8, 2, 1]",$$ - $$$,AmericanCafeContemporary,98122,Capitol Hill
556,556,IHOP,4.0,102,"950 E Madison St, Seattle, WA 98122-4318","#346 of 2,182 Restaurants in Seattle","[35, 33, 15, 5, 4]",$,American,98122,Capitol Hill
557,557,No Anchor,4.5,39,"2502 2nd Ave, Seattle, WA 98121-1427","#347 of 2,182 Restaurants in Seattle","[24, 11, 2, 2, 0]",$$ - $$$,BarPubVegetarian Friendly,98121,Belltown
558,558,Wann Japanese Izakaya,4.0,93,"2020 2nd Ave, Seattle, WA 98121-2206","#348 of 2,182 Restaurants in Seattle","[42, 31, 10, 1, 4]",$$ - $$$,JapaneseSushiAsian,98121,Belltown
560,560,Mr. D's Greek Delicacies,4.5,49,"1518 Pike Pl, Seattle, WA 98101-1527",#89 of 302 Quick Bites in Seattle,"[27, 18, 2, 0, 1]",$,Quick BitesFast FoodMediterranean,98101,Downtown
562,562,Smarty Pants,4.0,65,"6017 Airport Way S, Seattle, WA 98108-2717","#349 of 2,182 Restaurants in Seattle","[26, 31, 5, 0, 2]",$$ - $$$,AmericanBarPub,98108,Other
563,563,Mioposto,4.5,44,"2139 California Ave SW, Seattle, WA 98116-2163","#350 of 2,182 Restaurants in Seattle","[18, 18, 7, 0, 0]",$$ - $$$,ItalianPizzaVegetarian Friendly,98116,Other
564,564,Rumba,4.5,75,"1112 Pike St, Seattle, WA 98101-1924","#351 of 2,182 Restaurants in Seattle","[44, 17, 3, 6, 3]",$$ - $$$,CaribbeanBarSpanish,98101,Downtown
565,565,Elemental Pizza,4.0,88,"2634 NE University Village St, Seattle, WA 98105","#352 of 2,182 Restaurants in Seattle","[31, 31, 15, 3, 3]",$$ - $$$,ItalianPizzaVegetarian Friendly,98105,University District
566,566,Percy's & Co.,4.5,45,"Ballard Ave., Seattle, WA 98107","#353 of 2,182 Restaurants in Seattle","[28, 11, 2, 1, 0]",$$ - $$$,AmericanBarPub,98107,Ballard
567,567,Cupcake Royale,4.0,98,"1101 34th Ave, Seattle, WA 98122-5138",#31 of 88 Bakeries in Seattle,"[45, 28, 12, 6, 1]",$$ - $$$,Bakeries,98122,Capitol Hill
568,568,Gracia,4.0,53,"5313 Ballard Ave NW, Seattle, WA 98107","#354 of 2,182 Restaurants in Seattle","[26, 15, 8, 2, 1]",$$ - $$$,MexicanLatinVegetarian Friendly,98107,Ballard
569,569,Tankard & Tun,4.0,66,"1415 1st Ave Pike Brewing, Seattle, WA 98101-2017","#355 of 2,182 Restaurants in Seattle","[28, 23, 7, 2, 3]",$$ - $$$,AmericanBarSeafood,98101,Downtown
571,571,Pair,4.5,64,"5501 30th Ave NE, Seattle, WA 98105-5501","#356 of 2,182 Restaurants in Seattle","[34, 21, 8, 0, 1]",$$ - $$$,FrenchSpanishVegetarian Friendly,98105,University District
572,572,Ohana Belltown,4.0,139,"2207 1st Ave, Seattle, WA 98121-1614","#357 of 2,182 Restaurants in Seattle","[48, 50, 19, 9, 7]",$$ - $$$,JapaneseBarSushi,98121,Belltown
574,574,Stoup Brewing,4.5,39,"1108 NW 52nd St, Seattle, WA 98107-5129",#6 of 69 Bars & Pubs in Seattle,"[26, 10, 3, 0, 0]",$,Quick BitesBrew PubPub,98107,Ballard
575,575,Ephesus Restaurant,4.5,59,"5245 California Ave SW, Seattle, WA 98136-1209","#359 of 2,182 Restaurants in Seattle","[36, 13, 4, 4, 1]",$$ - $$$,MediterraneanTurkishMiddle Eastern,98136,Other
576,576,Delfino's Chicago Style Pizzeria,4.0,76,"2675 NE University Vlg, Seattle, WA 98105-5006","#360 of 2,182 Restaurants in Seattle","[41, 17, 9, 1, 6]",$$ - $$$,ItalianPizzaVegetarian Friendly,98105,University District
577,577,Hilltop Ale House,4.5,59,"2129 Queen Anne Ave N, Seattle, WA 98109-2310","#361 of 2,182 Restaurants in Seattle","[26, 23, 8, 0, 1]",$$ - $$$,AmericanBarPub,98109,Queen Anne/South Lake Union
579,579,Vendemmia,4.5,60,"1126 34th Ave, Seattle, WA 98122-5136","#362 of 2,182 Restaurants in Seattle","[40, 9, 4, 3, 2]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98122,Capitol Hill
581,581,Stanford's Northgate,4.0,134,"401 NE Northgate Way Ste 1106 Ste. 1106, Seattle, WA 98125","#363 of 2,182 Restaurants in Seattle","[36, 54, 31, 7, 4]",$$ - $$$,AmericanBarVegetarian Friendly,98125,Northgate
582,582,Polar Bar,4.5,47,"700 3rd Ave, Seattle, WA 98104","#364 of 2,182 Restaurants in Seattle","[30, 11, 2, 2, 1]",$$ - $$$,BarPub,98104,Chinatown
583,583,Musashi's,4.5,90,"1400 N 45th St, Seattle, WA 98103-6707","#365 of 2,182 Restaurants in Seattle","[48, 20, 11, 4, 3]",$$ - $$$,JapaneseSushiAsian,98103,Fremont/Wallingford
584,584,Phoenecia,4.5,47,"4717 42nd Ave SW, Seattle, WA 98116-4507","#366 of 2,182 Restaurants in Seattle","[28, 12, 5, 2, 0]",$$ - $$$,PizzaMediterraneanMiddle Eastern,98116,Other
587,587,Highway 99 Blues Club Restaurant,4.5,46,"1414 Alaskan Way, Seattle, WA 98101-2016","#367 of 2,182 Restaurants in Seattle","[24, 16, 4, 0, 0]",$$ - $$$,BarPub,98101,Downtown
589,589,Roro's BBQ,4.5,43,"3620 Stone Way N, Seattle, WA 98103-8004",#92 of 302 Quick Bites in Seattle,"[22, 15, 2, 1, 0]",$$ - $$$,Quick BitesAmericanBarbecue,98103,Fremont/Wallingford
590,590,Victrola Coffee,4.0,82,"411 15th Ave E, Seattle, WA 98112-4504",#26 of 225 Coffee & Tea in Seattle,"[33, 35, 5, 1, 3]",$,Quick BitesCafe,98112,Capitol Hill
591,591,Marjorie Restaurant,4.5,71,"1412 E Union St, Seattle, WA 98122-4150","#368 of 2,182 Restaurants in Seattle","[44, 17, 1, 6, 2]",$$ - $$$,AmericanVegetarian FriendlyGluten Free Options,98122,Capitol Hill
592,592,Indo Cafe,4.5,45,"13754 Aurora Ave N Ste J, Seattle, WA 98133-6994","#369 of 2,182 Restaurants in Seattle","[28, 8, 7, 0, 0]",$$ - $$$,AsianIndonesianVegetarian Friendly,98133,Bitter Lake
593,593,El Camion,4.5,43,"11728 Aurora Ave N, Seattle, WA 98133-8254",#94 of 302 Quick Bites in Seattle,"[24, 18, 0, 1, 0]",$,Quick BitesMexicanLatin,98133,Bitter Lake
595,595,Matador,4.0,59,"4546 California Ave SW, Seattle, WA 98116-4111","#370 of 2,182 Restaurants in Seattle","[23, 25, 9, 1, 1]",$$ - $$$,MexicanSouthwesternBar,98116,Other
596,596,Meekong Bar,4.5,31,"2525 4th Ave, Seattle, WA 98121-1437","#371 of 2,182 Restaurants in Seattle","[13, 15, 2, 0, 0]",$$ - $$$,AsianVietnameseVegetarian Friendly,98121,Belltown
597,597,SWel Restaurant,5.0,27,"3417 Evanston Ave N #104, Seattle, WA 98103-8626","#372 of 2,182 Restaurants in Seattle","[24, 2, 0, 0, 1]",$$ - $$$,AmericanPizzaVegetarian Friendly,98103,Fremont/Wallingford
598,598,Blue Star Cafe & Pub,4.0,113,"4512 Stone Way N, Seattle, WA 98103-6600","#373 of 2,182 Restaurants in Seattle","[35, 49, 17, 6, 5]",$$ - $$$,AmericanBarPub,98103,Fremont/Wallingford
599,599,Raccolto,4.5,37,"4147 California Ave SW, Seattle, WA 98116-4191","#374 of 2,182 Restaurants in Seattle","[23, 9, 2, 2, 0]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98116,Other
600,600,206 Burger Company,4.5,29,"1000 Madison St, Seattle, WA 98104-1243","#375 of 2,182 Restaurants in Seattle","[18, 9, 2, 0, 0]",$,Quick BitesAmericanBar,98104,Chinatown
601,601,Yanni's Greek Restaurant,4.5,44,"7419 Greenwood Ave N, Seattle, WA 98103-5043","#376 of 2,182 Restaurants in Seattle","[22, 13, 7, 0, 0]",$$ - $$$,MediterraneanGreekVegetarian Friendly,98103,Fremont/Wallingford
602,602,Bar Cotto,5.0,31,"1546 15th Ave, Seattle, WA 98122-4008","#377 of 2,182 Restaurants in Seattle","[23, 7, 0, 0, 0]",$$ - $$$,ItalianPizzaVegetarian Friendly,98122,Capitol Hill
604,604,Ocho,4.5,72,"2325 NW Market St, Seattle, WA 98107-4027","#378 of 2,182 Restaurants in Seattle","[35, 28, 3, 3, 1]",$$ - $$$,BarSpanishVegetarian Friendly,98107,Ballard
605,605,Veggie Grill,4.0,63,"2681 NE University Village St, Seattle, WA 98105","#379 of 2,182 Restaurants in Seattle","[28, 21, 11, 1, 0]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98105,University District
606,606,Grappa,4.0,58,"2 W Boston St, Seattle, WA 98109","#380 of 2,182 Restaurants in Seattle","[24, 16, 13, 3, 2]",$$ - $$$,ItalianMediterraneanGreek,98109,Queen Anne/South Lake Union
607,607,Chiang's Gourmet,4.5,50,"7845 Lake City Way NE, Seattle, WA 98115-4357","#381 of 2,182 Restaurants in Seattle","[30, 13, 5, 2, 0]",$$ - $$$,ChineseAsianSzechuan,98115,Other
608,608,Herb & Bitter Public House,4.5,39,"516 Broadway E, Seattle, WA 98102-5024","#382 of 2,182 Restaurants in Seattle","[22, 12, 5, 0, 0]",$$ - $$$,ItalianAmericanInternational,98102,Capitol Hill
609,609,Rain City Burgers,4.5,49,"6501 Roosevelt Way NE, Seattle, WA 98115-6626",#96 of 302 Quick Bites in Seattle,"[24, 19, 1, 3, 0]",$,Quick BitesAmericanVegetarian Friendly,98115,Other
610,610,Talarico's,4.0,80,"4718 California Ave SW Located in the West Seattle Junction (California and Alaska intersection), Seattle, WA 98116-4413","#383 of 2,182 Restaurants in Seattle","[28, 39, 4, 5, 3]",$$ - $$$,ItalianPizzaVegetarian Friendly,98116,Other
611,611,Pike Place Chinese Cuisine,4.0,120,"1533 Pike Pl, Seattle, WA 98101-1526","#384 of 2,182 Restaurants in Seattle","[46, 32, 15, 9, 8]",$$ - $$$,ChineseAsianHong Kong,98101,Downtown
612,612,Soundview Cafe,4.0,110,"Pike Place Market, Seattle, WA","#385 of 2,182 Restaurants in Seattle","[27, 44, 27, 6, 2]",$$ - $$$,AmericanCafeSeafood,,Other
613,613,Zouave Restaurant,4.5,36,"2615 NE 65th St, Seattle, WA 98115-7127","#386 of 2,182 Restaurants in Seattle","[26, 5, 3, 1, 1]",$$ - $$$,ItalianMediterraneanEuropean,98115,Other
614,614,Altstadt Bierhalle & Brathaus,4.0,78,"209 1st Ave S, Seattle, WA 98104-3457","#387 of 2,182 Restaurants in Seattle","[34, 26, 8, 2, 3]",$$ - $$$,GermanBarEuropean,98104,Chinatown
615,615,Outlier,4.0,109,"1101 4th Ave, Seattle, WA 98101","#388 of 2,182 Restaurants in Seattle","[36, 38, 16, 8, 7]",$$ - $$$,AmericanBarContemporary,98101,Downtown
616,616,Pho Bac,4.0,45,"1314 S Jackson St, Seattle, WA 98144-2021","#389 of 2,182 Restaurants in Seattle","[17, 19, 6, 1, 1]",$,AsianVietnameseSoups,98144,Other
617,617,Reuben's Brews,4.5,40,"1406 NW 53rd St, Seattle, WA 98107-3737",#7 of 69 Bars & Pubs in Seattle,"[24, 12, 3, 1, 0]",$,AmericanBrew PubPub,98107,Ballard
618,618,Ballard Pizza Company,4.5,45,"5107 Ballard Ave NW, Seattle, WA 98107-4857","#391 of 2,182 Restaurants in Seattle","[26, 13, 6, 0, 0]",$$ - $$$,PizzaVegetarian Friendly,98107,Ballard
619,619,The White Swan Public House,4.0,75,"1001 Fairview Ave N, Seattle, WA 98109-4438","#392 of 2,182 Restaurants in Seattle","[40, 14, 13, 2, 6]",$$ - $$$,AmericanBarSeafood,98109,Queen Anne/South Lake Union
620,620,Wild Mountain Cafe,4.5,42,"1408 NW 85th St, Seattle, WA 98117-4236","#393 of 2,182 Restaurants in Seattle","[21, 15, 4, 0, 0]",$$ - $$$,AmericanCafeInternational,98117,Other
621,621,POP Kitchen + Bar,4.0,83,"EMP - 325 5th Avenue North, Seattle, WA","#394 of 2,182 Restaurants in Seattle","[29, 25, 17, 4, 0]",$$ - $$$,AmericanBarPub,,Other
622,622,The Tasting Room,4.0,50,"1924 Post Aly, Seattle, WA 98101-1015","#395 of 2,182 Restaurants in Seattle","[24, 14, 10, 1, 0]",$$ - $$$,Wine Bar,98101,Downtown
623,623,Pomodoro Ristorante Italiano,4.5,65,"2366 Eastlake Ave E Rm 100, Seattle, WA 98102-3366","#396 of 2,182 Restaurants in Seattle","[39, 17, 4, 1, 2]",$$ - $$$,ItalianMediterraneanSpanish,98102,Capitol Hill
625,625,McMenamins Six Arms,4.0,144,"300 E Pike St, Seattle, WA 98122-3694","#397 of 2,182 Restaurants in Seattle","[38, 63, 22, 9, 7]",$$ - $$$,AmericanBarPub,98122,Capitol Hill
626,626,Espresso Vivace Alley 24,4.5,64,"227 Yale Ave N, Seattle, WA 98109-5430",#27 of 225 Coffee & Tea in Seattle,"[49, 9, 1, 0, 2]",$,Quick BitesCafe,98109,Queen Anne/South Lake Union
627,627,Cafe Munir,4.5,64,"2408 NW 80th St, Seattle, WA 98117-4449","#398 of 2,182 Restaurants in Seattle","[39, 12, 6, 4, 2]",$$ - $$$,LebaneseMediterraneanMiddle Eastern,98117,Other
628,628,Emmett Watson's Oyster Bar,3.5,279,"1916 Pike Pl Ste 16, Seattle, WA 98101-1056","#399 of 2,182 Restaurants in Seattle","[69, 109, 44, 24, 22]",$$ - $$$,AmericanBarSeafood,98101,Downtown
630,630,La Cocina Oaxaquena,4.5,66,"1216 Pine St Ste 100, Seattle, WA 98101","#400 of 2,182 Restaurants in Seattle","[36, 20, 3, 2, 3]",$$ - $$$,MexicanLatinVegetarian Friendly,98101,Downtown
631,631,Conversation,4.5,23,"110 Stewart St 1st Floor, Thompson Seattle, Seattle, WA 98101-1019","#401 of 2,182 Restaurants in Seattle","[15, 6, 1, 0, 0]",$$$$,Vegetarian FriendlyVegan Options,98101,Downtown
633,633,Cupcake Royale,4.0,71,"1111 E Pike St, Seattle, WA 98122-3984",#32 of 88 Bakeries in Seattle,"[32, 17, 12, 2, 2]",$$ - $$$,Bakeries,98122,Capitol Hill
634,634,Smith,4.0,96,"332 15th Ave E, Seattle, WA 98112-5103","#402 of 2,182 Restaurants in Seattle","[39, 38, 9, 3, 3]",$$ - $$$,AmericanBarVegetarian Friendly,98112,Capitol Hill
635,635,Los Agaves at Pike,4.0,50,"1514 Pike Place Market Avenue Stall 7, Seattle, WA 98101",#98 of 302 Quick Bites in Seattle,"[18, 23, 5, 2, 0]",$,Quick BitesMexicanLatin,98101,Downtown
636,636,Mykonos Greek Grill,4.5,36,"310 NE 72nd St, Seattle, WA 98115-5407","#403 of 2,182 Restaurants in Seattle","[20, 13, 2, 0, 0]",$$ - $$$,MediterraneanGreekVegetarian Friendly,98115,Other
637,637,The Other Coast Cafe,4.5,45,"5315 Ballard Ave NW, Seattle, WA 98107-4061",#99 of 302 Quick Bites in Seattle,"[22, 17, 5, 0, 0]",$,Quick BitesAmericanDeli,98107,Ballard
638,638,Cherry Street Coffee House,4.0,52,"2121 1st Ave Ste 105, Seattle, WA 98121-2116",#28 of 225 Coffee & Tea in Seattle,"[22, 18, 7, 2, 1]",$,Quick BitesCafeVegetarian Friendly,98121,Belltown
639,639,Copal,4.5,28,"323 Occidental Ave S Pioneer Square, Seattle, WA 98104-2839","#404 of 2,182 Restaurants in Seattle","[18, 8, 1, 0, 0]",$$ - $$$,MexicanLatinSpanish,98104,Chinatown
641,641,Redhook Brewlab,4.5,34,"714 E Pike St, Seattle, WA 98122-4697","#405 of 2,182 Restaurants in Seattle","[24, 5, 2, 1, 1]",$$ - $$$,AmericanBarPizza,98122,Capitol Hill
642,642,Roti Cuisine of India,4.0,124,"530 Queen Anne Ave N, Seattle, WA 98109-4520","#406 of 2,182 Restaurants in Seattle","[54, 33, 16, 6, 12]",$$ - $$$,IndianVegetarian FriendlyVegan Options,98109,Queen Anne/South Lake Union
643,643,Agrodolce,4.0,114,"709 N 35th St, Seattle, WA 98103-8802","#407 of 2,182 Restaurants in Seattle","[41, 38, 18, 9, 4]",$$ - $$$,ItalianVegetarian FriendlyVegan Options,98103,Fremont/Wallingford
644,644,Jai Thai Restaurant,4.0,78,"3423 Fremont Ave N, Seattle, WA 98103-8811","#408 of 2,182 Restaurants in Seattle","[29, 26, 14, 4, 2]",$$ - $$$,AsianThaiVegetarian Friendly,98103,Fremont/Wallingford
645,645,Norm's Eatery & Ale House,4.5,53,"460 N 36th St Fremont, Seattle, WA 98103-8631",#8 of 69 Bars & Pubs in Seattle,"[27, 17, 8, 0, 1]",$$ - $$$,AmericanBarPub,98103,Fremont/Wallingford
646,646,Portage Bay Cafe - 65th,4.5,40,"900 NE 65th St, Seattle, WA 98115-5668","#410 of 2,182 Restaurants in Seattle","[23, 10, 4, 1, 0]",$$ - $$$,AmericanVegetarian FriendlyVegan Options,98115,Other
647,647,Fuji Sushi,4.0,72,"520 S Main St, Seattle, WA 98104-2753","#411 of 2,182 Restaurants in Seattle","[28, 27, 7, 4, 2]",$$ - $$$,JapaneseSushiAsian,98104,Chinatown
649,649,Jules Maes Saloon,4.5,60,"5919 Airport Way S, Seattle, WA 98108-2714","#412 of 2,182 Restaurants in Seattle","[26, 23, 4, 3, 1]",$$ - $$$,AmericanBarPub,98108,Other
650,650,Miro Tea,4.5,34,"5405 Ballard Ave NW, Seattle, WA 98107-4052","#413 of 2,182 Restaurants in Seattle","[24, 8, 0, 0, 0]",$$ - $$$,Cafe,98107,Ballard
651,651,Olive and Grape,4.0,71,"8516 Greenwood Ave N, Seattle, WA 98103-3614","#414 of 2,182 Restaurants in Seattle","[31, 29, 5, 2, 3]",$$ - $$$,MediterraneanTurkishGreek,98103,Fremont/Wallingford
653,653,La Marzocco Cafe,4.5,34,"472 1st Ave N Seattle Center, Seattle, WA 98109-4721",#29 of 225 Coffee & Tea in Seattle,"[20, 8, 2, 0, 0]",$$ - $$$,Quick BitesCafe,98109,Queen Anne/South Lake Union
656,656,Pop Pop Thai Street Food,4.5,32,"13242 Aurora Ave N Ste 104, Seattle, WA 98133-7026","#415 of 2,182 Restaurants in Seattle","[21, 10, 1, 0, 0]",$,AsianThaiVegetarian Friendly,98133,Bitter Lake
658,658,Thai Siam,4.5,56,"8305 15th Ave NW, Seattle, WA 98117-3604","#416 of 2,182 Restaurants in Seattle","[27, 24, 3, 2, 0]",$$ - $$$,AsianThaiVegetarian Friendly,98117,Other
659,659,Mae Phim Thai Restaurant,4.0,83,"94 Columbia St Suite E, Seattle, WA 98104-1413","#417 of 2,182 Restaurants in Seattle","[30, 36, 10, 2, 1]",$,AsianThaiVegetarian Friendly,98104,Chinatown
661,661,Araya's Place,4.0,92,"5240 University Way NE Muriel's Landing, Seattle, WA 98105-3537","#418 of 2,182 Restaurants in Seattle","[42, 29, 10, 6, 2]",$$ - $$$,AsianThaiVegetarian Friendly,98105,University District
662,662,Xi'an Noodles,4.5,34,"5259 University Way NE, Seattle, WA 98105-3546","#419 of 2,182 Restaurants in Seattle","[18, 13, 1, 1, 0]",$,ChineseAsianVegetarian Friendly,98105,University District
664,664,Zoka Coffee Roaster and Tea Co.,4.5,46,"2200 N 56th St, Seattle, WA 98103-6204",#30 of 225 Coffee & Tea in Seattle,"[22, 16, 2, 3, 0]",$,Quick BitesCafe,98103,Fremont/Wallingford
665,665,Le Coin,4.5,32,"4201 Fremont Ave N, Seattle, WA 98103-7221","#420 of 2,182 Restaurants in Seattle","[20, 7, 3, 2, 0]",$$ - $$$,FrenchAmericanEuropean,98103,Fremont/Wallingford
667,667,Bar Harbor,4.5,36,"400 Fairview Ave N, Seattle, WA 98109-5369","#421 of 2,182 Restaurants in Seattle","[14, 17, 5, 0, 0]",$$ - $$$,BarSeafoodPub,98109,Queen Anne/South Lake Union
668,668,Voila,4.0,61,"2805 E Madison St, Seattle, WA 98112-4840","#422 of 2,182 Restaurants in Seattle","[29, 21, 5, 4, 1]",$$ - $$$,FrenchEuropeanVegetarian Friendly,98112,Capitol Hill
